GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
57492        6  157098980  157531913      1       1  100       1.4315     0.076139
8871         6  158402888  158520208      1       1  100     -0.47474      0.68251
5071         6  161768590  163148834      2       1  100     -0.12006      0.54778
135138       6  163148164  163736524      1       1  100     -0.52219      0.69923
6196         6  166822854  167275948      2       1  100      0.11499      0.45422
1235         6  167525295  167554168      1       1  100     -0.13072        0.552
401285       6  167584081  167596396      1       1  100     -0.37902      0.64766
4301         6  168227602  168372703      1       1  100      0.63303      0.26336
84433        7    2945709    3083579      2       1  100      -2.3541      0.99072
221935       7    3341080    4308632      2       1  100     -0.95302      0.82971
7965         7    6048882    6063465      1       1  100      -1.2736      0.89861
221981       7   11410062   11871824      1       1  100      -0.3987      0.65494
2115         7   13930854   14031050      3       2  100     -0.54552       0.7073
1607         7   14184674   14943281      2       1  100     -0.54061      0.70561
392636       7   15239943   15601640      3       2  100       0.4782      0.31625
729920       7   16127152   16460947      1       1  100     -0.28515      0.61224
8701         7   21582833   21941451      1       1  100      -5.2249            1
9771         7   22157908   22396751      1       1  100       2.9058    0.0018318
9586         7   28338940   28865511      4       2  100       1.3824     0.083431
54504        7   29035247   29225213      1       1  100      -8.1259            1
1124         7   29233991   29553944      1       1  100       1.3531     0.088006
10392        7   30464143   30518426      1       1  100     -0.13464      0.55355
5137         7   31791666   32339016      4       2  100     -0.09972      0.53972
27241        7   33169144   33645680      2       1  100      -1.3888      0.91755
57057        7   35242042   35293711      1       1  100     -0.66279      0.74627
6965         7   38279625   38407656      1       1  100      0.85847      0.19532
273          7   38423297   38671167      1       1  100     -0.38882      0.65129
23072        7   43152198   43603213      1       1  100      0.26257      0.39644
29881        7   44552134   44580914      1       1  100      -0.1117      0.54447
83605        7   45039345   45116069      1       1  100      0.34094      0.36657
64759        7   47314752   47621742      1       1  100      0.69037      0.24498
154664       7   48211057   48687091      2       1  100       1.5387     0.061938
23242        7   51083909   51384515      1       1  100      0.93252      0.17553
55069        7   66386203   66423538      1       1  100      -1.5812      0.94308
26053        7   69063905   70257885      1       1  100     -0.92027      0.82128
64409        7   70597523   71178586      2       1  100       1.1327      0.12867
3092         7   75162619   75368290      1       1  100    -0.097686      0.53891
9863         7   77646374   79083121      1       1  100     -0.20922      0.58286
219578       7   88388753   88966346      2       1  100     -0.90312      0.81677
401387       7   91774169   91808900      1       1  100       1.8424     0.032708
55610        7   92861653   92990435      1       1  100      0.69363      0.24396
1780         7   95401818   95739634      2       1  100     -0.17784      0.57058
222865       7   98444111   98467673      1       1  100      -1.6164      0.94699
56996        7  100450337  100464634      1       1  100      -1.6054       0.9458
1523         7  101459184  101927250      1       1  100      0.82621      0.20434
6733         7  104754048  105039614      1       1  100      0.38197      0.35124
222255       7  105244932  105517046      1       1  100      0.75559      0.22495
222256       7  105517251  105676877      2       1  100     -0.31748      0.62456
10466        7  106842189  107204959      1       1  100       2.0129     0.022062
50640        7  108110866  108168605      1       1  100      0.20852      0.41741
7982         7  116593381  116870077      2       1  100     -0.40758      0.65821
93664        7  121958478  122526813      1       1  100     -0.49141      0.68843
6561         7  122753588  122840025      1       1  100     -0.26869      0.60591
2918         7  126078652  126892428      1       1  100     -0.49125      0.68837
27044        7  127292043  127732659      1       1  100      0.18255      0.42758
91584        7  131808091  132333447      1       1  100      -0.1412      0.55614
60412        7  132937823  133750514      1       1  100      -1.0932      0.86285
84912        7  133974089  134001827      1       1  100      -1.5806      0.94302
9162         7  137074385  137531609      3       2  100      0.35839      0.36002
51631        7  139025105  139108203      1       1  100      -1.8977      0.97113
100996928    7  139025878  139108203      1       1  100      -1.8977      0.97113
673          7  140415749  140624564      1       1  100      -0.4009      0.65575
55503        7  142568956  142583490      1       1  100      0.96097      0.16828
26047        7  145813453  148118090      3       2  100     -0.32895       0.6289
3757         7  150642044  150675402      1       1  100      0.36394      0.35795
57180        7  152456834  152552464      1       1  100       1.6486     0.049614
5799         7  157331750  158380482      3       2  100    -0.023756      0.50948
9228         8     877021    1656642      3       2  100      0.99242       0.1605
64478        8    2792875    4852328      5       3  100     -0.42351      0.66404
79648        8    6264113    6501140      1       1  100      0.90759      0.18205
2626         8   11534433   11617510      1       1  100      0.43143      0.33308
57604        8   12803183   12887286      1       1  100        2.572    0.0050557
137868       8   13947373   15095792      2       1  100      -1.1798      0.88095
6542         8   17354597   17428077      1       1  100      -1.8547      0.96818
57509        8   17501303   17658729      1       1  100      -1.4986      0.93302
63898        8   19171081   19253729      1       1  100     -0.35523      0.63879
11178        8   20103676   20161492      1       1  100       1.2483      0.10597
157310       8   22570765   22785491      1       1  100        1.119      0.13157
4017         8   23154410   23261722      1       1  100      0.55575      0.28919
23087        8   27142404   27168834      1       1  100      0.81157      0.20852
2185         8   27168999   27316908      1       1  100     -0.43894      0.66965
55246        8   27590833   27630170      1       1  100      -0.1598      0.56348
7976         8   28351722   28431785      1       1  100      0.17875      0.42907
79618        8   28747911   28922456      1       1  100      -1.0643      0.85641
11030        8   30242017   30429778      1       1  100     -0.56645      0.71446
3084         8   31496820   32622558      2       1  100        1.472     0.070506
51125        8   41348081   41368499      1       1  100     -0.57734      0.71815
23514        8   48173489   48648563      2       1  100       1.1087      0.13379
54212        8   50822349   51706171      1       1  100      -1.5157       0.9352
137902       8   52232137   52722005      1       1  100      0.20852      0.41741
9705         8   53023392   53322439      1       1  100     -0.41966      0.66263
64321        8   55370495   55373456      1       1  100       1.0019      0.15821
114786       8   56015017   56438714      1       1  100     -0.70188      0.75862
137695       8   56651317   56685955      1       1  100     0.097824      0.46104
9760         8   59717977   60031767      1       1  100       1.4532     0.073089
9650         8   66556888   66622798      1       1  100      -1.6031      0.94554
57094        8   68334405   68658620      1       1  100       1.0756      0.14106
23213        8   70378859   70573147      2       1  100      0.27584      0.39133
2138         8   72109668   72459888      1       1  100     -0.33962      0.63293
56704        8   75146935   75233721      1       1  100      -1.0955      0.86334
138046       8   85095453   85834079      2       1  100    -0.067714      0.52699
168975       8   87878676   88394955      1       1  100     -0.10404      0.54143
91147        8   94767072   94831462      1       1  100     -0.34834      0.63621
286148       8   95732103   95806076      1       1  100    -0.072084      0.52873
9791         8   97274167   97346774      1       1  100       1.3326     0.091323
6383         8   97505579   97624037      1       1  100     -0.74684      0.77242
26166        8  100973164  101118344      1       1  100      -0.7919      0.78579
169166       8  101585110  101661893      1       1  100    -0.043047      0.51717
51366        8  103264501  103424947      1       1  100     -0.76182      0.77692
79870        8  104152921  104242533      1       1  100       1.2028      0.11453
93035        8  110374706  110543500      1       1  100      0.35848      0.35999
114788       8  113235157  114449242      2       1  100      0.23369      0.40761
8667         8  117657055  117768258      1       1  100     0.024609      0.49018
401474       8  119201694  119634184      1       1  100      0.11241      0.45525
10584        8  119964527  120119207      1       1  100      0.57612      0.28227
64798        8  120885900  121063157      2       1  100      -0.3406       0.6333
312          8  124693034  124749647      1       1  100    -0.021413      0.50854
9897         8  126036502  126104061      1       1  100     -0.18507      0.57341
114          8  131792546  132053012      1       1  100      0.11347      0.45483
3786         8  133133105  133493004      1       1  100       1.0263      0.15237
57623        8  135490031  135725292      2       1  100       1.0963      0.13648
51059        8  139142266  139509065      1       1  100      -2.0785      0.98117
169044       8  139600478  139926236      1       1  100     -0.22951      0.59076
83696        8  140740324  141468678      2       1  100     -0.27864      0.60974
2765         8  143916217  143928262      1       1  100     -0.23679      0.59359
23144        8  144519825  144624449      1       1  100     -0.77189      0.77991
81704        9     214865     465259      1       1  100       1.8229     0.034161
23189        9     470294     746106      1       1  100      0.54034      0.29448
9933         9    2804152    2844130      1       1  100      0.37896      0.35236
169792       9    3824128    4300036      1       1  100     -0.21741      0.58606
6505         9    4490427    4587469      1       1  100      0.36738      0.35667
3717         9    4985245    5129948      1       1  100      0.95169      0.17063
158358       9    5919008    6008479      1       1  100     0.075393      0.46995
23081        9    6720863    7175648      1       1  100     -0.66836      0.74805
5789         9    8314246   10612723      5       3  100     0.064776      0.47418
4781         9   14081842   14398982      2       1  100       0.8599      0.19492
158326       9   14734664   14910993      1       1  100       1.3339     0.091126
54796        9   16409501   16870786      1       1  100       -1.443      0.92549
54875        9   17134989   17503921      1       1  100      0.15571      0.43813
92949        9   18474079   18910948      1       1  100      -2.1055      0.98238
54801        9   19053135   19102940      1       1  100      -1.2595      0.89607
25769        9   19507450   19789059      1       1  100     -0.66637      0.74741
1993         9   23690097   23826342      1       1  100       1.6363     0.050888
7010         9   27109147   27230172      3       2  100      -1.7314      0.95831
158038       9   27948084   29212998      2       1  100      0.53522      0.29625
48           9   32384601   32450834      1       1  100     -0.69294      0.75582
54840        9   32972604   33001639      1       1  100      0.35707      0.36052
55234        9   33041850   33076714      1       1  100      0.49595      0.30996
23349        9   34957484   34982541      1       1  100       1.0902      0.13782
64425        9   37485945   37503694      1       1  100      0.18877      0.42513
22844        9   37651052   37746901      1       1  100       2.3433    0.0095574
9414         9   71714875   71870124      1       1  100      -2.1693      0.98497
80036        9   73143979   74061782      1       1  100      0.54978      0.29123
140803       9   77337411   77503010      1       1  100     -0.56514      0.71401
5125         9   78505560   78977255      1       1  100      -2.4576      0.99301
158471       9   79226292   79521136      2       1  100      0.22123      0.41246
23230        9   79792269   80032399      1       1  100      0.13896      0.44474
4915         9   87283417   87641985      1       1  100     -0.98029      0.83653
401535       9   89763559   89774641      1       1  100       -5.373            1
1612         9   90112601   90323566      1       1  100      0.29917      0.38241
101929748    9   95567667   95570649      1       1  100     -0.72327      0.76524
83744        9   95607313   95640320      1       1  100        1.686     0.045899
65268        9   95946437   96082854      1       1  100      0.15353      0.43899
195828       9   99148223   99180669      1       1  100     -0.17259      0.56851
22927        9   99212414   99253618      1       1  100      0.78864      0.21516
55357        9  100961280  101018003      1       1  100      0.82655      0.20425
9568         9  101050364  101471479      1       1  100      0.57047      0.28418
1306         9  101705995  101833074      1       1  100      -1.0623      0.85596
116443       9  104331634  104500862      2       1  100      -1.6361      0.94909
55335        9  107526022  107540045      1       1  100       1.7485     0.040192
23446        9  108006906  108200785      1       1  100     -0.57556      0.71754
9314         9  110247133  110252047      1       1  100      0.52064      0.30131
8518         9  111629800  111696608      1       1  100      0.11114      0.45575
23731        9  111777415  111882225      1       1  100     -0.37903      0.64767
445815       9  112542577  112934792      1       1  100     0.083384      0.46677
11217        9  112810878  112934792      1       1  100     0.083384      0.46677
4593         9  113430935  113566386      1       1  100       0.2884      0.38652
1902         9  113635542  113801523      1       1  100     -0.25332      0.59999
9991         9  114979995  115095944      1       1  100     -0.16814      0.56676
25861        9  117164360  117267789      1       1  100       1.5171     0.064618
23245        9  119187504  120177317      2       1  100      0.30777      0.37913
1620         9  121928907  122131739      1       1  100     -0.43324      0.66758
26130        9  128024073  128127290      1       1  100      0.59935      0.27447
79109        9  128199673  128469513      1       1  100      -1.4683      0.92899
4010         9  129376722  129463311      1       1  100    -0.066583      0.52654
84253        9  129986750  130155828      1       1  100        1.078      0.14052
25792        9  130928344  130966662      1       1  100     0.078929      0.46854
254295       9  131683174  131704322      1       1  100       1.2593      0.10396
59335        9  133539981  133558384      1       1  100      0.83816      0.20097
25           9  133588266  133763062      1       1  100      -1.4597      0.92781
10771       10     180405     300577      1       1  100      -1.1892      0.88281
10276       10    5454514    5501019      1       1  100      -0.6666      0.74749
54906       10    5726801    5807742      1       1  100      -1.3062      0.90426
3601        10    5994334    6020150      1       1  100     -0.56514      0.71401
5209        10    6186843    6277508      2       1  100     -0.38613       0.6503
5588        10    6435558    6622254      1       1  100      0.23286      0.40793
10659       10   10838851   11378674      1       1  100      0.61513      0.26923
5264        10   13319796   13342133      1       1  100      -1.4171      0.92177
55691       10   13685706   14372866      1       1  100      -1.2654      0.89714
79723       10   14920782   14946314      1       1  100       1.6644     0.048012
221061      10   15253642   15413058      1       1  100      -2.1107       0.9826
84898       10   20105118   20575199      1       1  100    -0.022342      0.50891
10529       10   21068900   21463116      1       1  100      0.01248      0.49502
56243       10   23983675   24836772      2       1  100       0.8517      0.19719
54518       10   26727253   26856732      1       1  100       1.0275       0.1521
79741       10   32735057   33171805      1       1  100     -0.47557      0.68281
7582        10   43084532   43134016      1       1  100       0.7613      0.22324
3185        10   43881065   43904696      1       1  100     -0.54423      0.70686
143162      10   49364602   49482941      1       1  100     -0.87781      0.80998
57705       10   49892907   50191001      1       1  100     0.094265      0.46245
474354      10   50117528   50147980      1       1  100     0.094265      0.46245
29974       10   52559169   52645435      1       1  100     0.073283      0.47079
5592        10   52750911   54058110      4       2  100       1.2002      0.11502
22943       10   54074041   54077417      1       1  100     -0.22749      0.58998
22891       10   64133916   64431771      2       1  100      -1.2552      0.89529
29119       10   67672276   69455949      2       1  100      -1.6384      0.94934
347731      10   68685792   68861309      1       1  100     -0.84702      0.80151
23555       10   71176821   71271569      2       1  100     -0.81051      0.79118
27143       10   72238564   72328206      1       1  100     -0.80417      0.78935
3778        10   78629359   79397577      1       1  100      0.19088      0.42431
2894        10   87359312   88126250      1       1  100       1.0259      0.15248
27063       10   92671857   92681032      1       1  100      0.62606      0.26564
51196       10   95753746   96088149      1       1  100     0.017223      0.49313
7093        10   98124363   98273683      2       1  100      0.66646      0.25256
57089       10  101419263  101471002      1       1  100       0.1874      0.42568
1355        10  101455886  101492423      1       1  100       0.1874      0.42568
403         10  104433484  104474190      1       1  100      -1.8556      0.96824
54838       10  104503727  104576022      1       1  100     -0.58143      0.71952
119391      10  106028174  106059176      1       1  100     -0.91055      0.81873
22986       10  106400859  107024993      2       1  100      -1.5688      0.94165
282996      10  112404155  112599227      2       1  100   -0.0057042      0.50228
6934        10  114709978  114927437      2       1  100     -0.40589      0.65759
3026        10  115310590  115349361      1       1  100      0.90376      0.18306
2674        10  117816436  118033126      2       1  100      0.33209      0.36991
2869        10  120967197  121215131      1       1  100        1.307     0.095604
10579       10  123748689  124014057      1       1  100       -1.667      0.95224
1488        10  126676418  126849624      1       1  100       1.1272      0.12982
8038        10  127700960  128077127      1       1  100       1.0331      0.15077
1793        10  128768965  129250780      1       1  100      -1.3589      0.91292
4255        10  131265454  131565783      2       1  100      0.56229      0.28696
3632        10  134351283  134596984      2       1  100     0.017007      0.49322
3784        11    2466221    2870340      2       1  100      0.64979      0.25791
85363       11    5676740    5706339      1       1  100      -2.0497       0.9798
322         11    6416355    6440644      1       1  100     0.076436      0.46954
7275        11    8040742    8127654      1       1  100     -0.99126      0.83922
374383      11   17373279   17398868      1       1  100     -0.76495      0.77785
3746        11   17757495   17804602      1       1  100       1.3346     0.091003
283284      11   18725852   18747777      1       1  100     -0.35834      0.63996
89797       11   19372271   20143147      2       1  100      -0.1077      0.54288
63982       11   26210458   26684836      1       1  100       1.9001     0.028712
159963      11   26688566   26743574      1       1  100      0.55076       0.2909
91057       11   27360061   27384795      1       1  100     -0.34126      0.63355
966         11   33724556   33758025      1       1  100      -1.9009      0.97134
6506        11   35272752   35441610      1       1  100       2.3481    0.0094357
143458      11   35965537   36253688      1       1  100      0.34108      0.36652
79899       11   36317725   36486754      1       1  100       1.3607      0.08681
57689       11   40135524   41481186      1       1  100      0.64892       0.2582
56981       11   45115564   45256675      2       1  100      -0.6396      0.73878
51317       11   45950870   46142985      1       1  100     -0.47024      0.68091
1500        11   57520756   57586652      1       1  100     -0.53801      0.70472
220001      11   61025758   61062788      1       1  100      0.50272      0.30758
9379        11   64373646   64490660      1       1  100      0.67774      0.24897
26005       11   73723759   73882064      1       1  100       2.3695    0.0089064
283209      11   74041361   74109502      1       1  100      -0.3016      0.61852
4135        11   75297959   75379479      1       1  100      -2.2879      0.98893
5058        11   77033060   77185108      1       1  100      0.83645      0.20145
26011       11   78364328   79152014      1       1  100       1.4965     0.067262
1740        11   83166055   85338314      1       1  100       2.1492     0.015809
54843       11   85405264   85522197      1       1  100    -0.036814      0.51468
10873       11   86152150   86383678      1       1  100      0.30875      0.37876
65084       11   86748886   87039876      1       1  100      -0.1294      0.55148
120114      11   92047446   92629636      1       1  100     -0.54126      0.70584
79101       11   93463368   93474703      1       1  100       1.1881       0.1174
4361        11   94150466   94227040      1       1  100       1.2916     0.098252
8898        11   95566044   95657371      1       1  100      0.96266      0.16786
53942       11   98891706  100229616      1       1  100       1.9842     0.023614
143872      11  100558407  100861656      1       1  100      0.59887      0.27463
79659       11  102980160  103350591      1       1  100       1.3365     0.090689
2230        11  110300661  110335608      1       1  100      0.88119      0.18911
4684        11  112831969  113149158      1       1  100      -1.8436      0.96738
23621       11  117156402  117186972      1       1  100      -1.3113      0.90513
4162        11  119179234  119189087      1       1  100     -0.69761      0.75729
57476       11  123325191  123498478      2       1  100      -1.0931      0.86283
80071       11  124824017  124911385      1       1  100     -0.56514      0.71401
1111        11  125495031  125546150      1       1  100    -0.013543       0.5054
79607       11  126081619  126132879      1       1  100       1.1129      0.13287
84623       11  126293388  126870766      1       1  100      -1.3658        0.914
8538        11  129245879  129322174      1       1  100       1.3205     0.093334
50863       11  131240371  132206716      2       1  100      0.30529      0.38007
4978        11  132284875  133402403      2       1  100     -0.75994      0.77635
112936      11  134094561  134117686      1       1  100      0.25843      0.39804
27034       11  134123428  134135749      1       1  100    -0.041027      0.51636
4815        12     673462     772755      1       1  100     -0.41567      0.66118
4908        12    5541280    5604465      1       1  100      0.37956      0.35214
57101       12    5671817    6055398      1       1  100      -1.0965      0.86358
3820        12    9747870    9760497      1       1  100      -2.3586      0.99083
969         12    9905082    9913497      1       1  100      -1.0142      0.84474
55359       12   10771538   10826917      1       1  100      -1.2117      0.88718
8531        12   10851676   10876047      1       1  100     -0.17189      0.56824
83445       12   13236471   13256659      1       1  100      -1.0844      0.86091
2904        12   13713684   14133022      2       1  100     -0.18723      0.57426
54477       12   19282626   19529334      1       1  100       2.5424    0.0055052
28234       12   20963638   21070019      1       1  100       -1.277       0.8992
10599       12   21284128   21392730      1       1  100      -1.4171      0.92177
6660        12   23682438   24715383      2       1  100     -0.86809      0.80733
3709        12   26488285   26986131      1       1  100     -0.55092      0.70915
636         12   32259713   32536567      1       1  100      0.20532      0.41866
283461      12   40019972   40115716      1       1  100     -0.09752      0.53884
1272        12   41086244   41466214      1       1  100     -0.74539      0.77198
29951       12   41582250   41968392      1       1  100      -1.6115      0.94646
10138       12   42550906   42632154      1       1  100     -0.23383      0.59244
51535       12   42719947   42842422      1       1  100      -1.2391      0.89234
79657       12   48055715   48099844      1       1  100     -0.26392      0.60408
84790       12   49621715   49667117      1       1  100      -1.2092      0.88671
65244       12   49760688   49921208      1       1  100     -0.44419      0.67155
5916        12   53604350   53626040      1       1  100      0.18844      0.42527
25946       12   54762913   54785083      1       1  100      -1.2047      0.88584
5153        12   54943177   54973023      2       1  100     -0.12421      0.54943
9840        12   55342087   55378965      1       1  100      0.81378      0.20789
8608        12   57345215   57353158      1       1  100    -0.096801      0.53856
23426       12   66741178   67463014      1       1  100      0.55836       0.2883
55832       12   67663061   67708388      1       1  100     -0.88691      0.81244
5801        12   71031853   71314584      1       1  100      -1.1228      0.86925
29953       12   72666314   73059422      1       1  100      -1.7388      0.95897
114882      12   76745577   76953589      3       2  100      -1.2283      0.89034
374462      12   80838126   81073968      1       1  100      0.15263      0.43935
84190       12   82752276   82873018      1       1  100      -2.2605      0.98811
25834       12   86373037   87232681      2       1  100      -0.3687      0.64382
256021      12   92378752   92536447      1       1  100     -0.18379      0.57291
694         12   92534054   92539673      1       1  100     -0.18379      0.57291
10154       12   94542499   94701451      1       1  100      0.51092       0.3047
59277       12   96051583   96184565      2       1  100      0.39967       0.3447
56899       12   99128569  100378512      3       2  100     0.048309      0.48074
3479        12  102789645  102875563      1       1  100      -2.1876      0.98565
50515       12  104850692  105155792      3       2  100     -0.81671      0.79295
5992        12  106976685  107156582      1       1  100      0.95352      0.17016
55188       12  107168077  107283094      1       1  100      0.49915      0.30884
121551      12  107712197  108053419      2       1  100    -0.082629      0.53293
83892       12  109886460  109915165      1       1  100     -0.18379      0.57291
23316       12  111471828  111788358      2       1  100      0.33335      0.36943
283455      12  117890817  118406399      2       1  100     -0.54814       0.7082
57605       12  123468027  123635376      1       1  100      0.87839      0.18987
196385      12  124246786  124420267      1       1  100     -0.67034      0.74868
114795      12  125811162  126146915      1       1  100     0.019566      0.49219
92293       12  128751948  129192460      1       1  100      0.74937      0.22682
51761       13   25946209   26599989      2       1  100     -0.46632      0.67951
255967      13   28710997   28869475      1       1  100      -1.5192      0.93565
2321        13   28874483   29069265      1       1  100       -1.568      0.94156
145173      13   31774112   31906413      1       1  100        0.653      0.25688
90627       13   33677272   34250932      1       1  100       0.9545      0.16992
26960       13   35516424   36246874      1       1  100       0.1874      0.42568
100526761   13   36742345   36871992      1       1  100      0.99867      0.15898
728591      13   36801179   36871992      1       1  100      0.99867      0.15898
7223        13   38210773   38443939      1       1  100       0.6132      0.26987
10186       13   39917029   40177356      1       1  100      -1.3791      0.91606
2308        13   41129801   41240734      1       1  100      -1.4807      0.93065
11193       13   41634973   41658142      1       1  100      0.46295       0.3217
23078       13   42140961   42535221      1       1  100      0.41455      0.33924
160857      13   44410488   44453826      1       1  100       1.4146     0.078599
8848        13   45006279   45150701      1       1  100     -0.73049      0.76745
283514      13   46354405   46425846      1       1  100      0.36617      0.35712
5925        13   48877883   49056026      2       1  100    -0.025213      0.51006
1102        13   49063099   49107341      1       1  100      -1.2951      0.90236
81602       13   49822047   49867622      1       1  100      -2.2662      0.98828
10206       13   50571143   50592603      1       1  100       -1.372      0.91497
115825      13   52158484   52340935      2       1  100       -2.195      0.98592
79758       13   52330614   52379667      1       1  100      0.11242      0.45525
23077       13   77618792   77901177      2       1  100     -0.77002      0.77936
2262        13   92050935   93519490      1       1  100      0.66598      0.25271
10082       13   93879078   95060274      2       1  100       2.8579    0.0021323
1638        13   95091835   95131936      1       1  100       1.1397      0.12721
5611        13   96329393   96447243      1       1  100      -1.2023      0.88538
55757       13   96453834   96705736      1       1  100     -0.11381      0.54531
259232      13  101706130  102068813      1       1  100      0.91135      0.18106
9358        13  102104944  102373207      1       1  100      -1.1079      0.86604
728215      13  107820879  108519460      1       1  100       1.2216      0.11093
23263       13  113548692  113754053      1       1  100       1.0966      0.13641
79774       13  113978505  114018463      1       1  100       0.2477      0.40218
122651      14   21051051   21078037      1       1  100      0.12161       0.4516
3183        14   21677295   21737638      1       1  100     0.080814       0.4678
6955        14   22090057   23021075      1       1  100       2.4814    0.0065435
4624        14   23849942   23878836      1       1  100    -0.097705      0.53892
5587        14   30045685   30396899      1       1  100      0.55985      0.28779
29966       14   31362985   31495607      1       1  100     -0.64186      0.73952
80224       14   32030591   32330430      1       1  100       2.0803     0.018748
9472        14   32798479   33302268      1       1  100       0.4443      0.32841
64067       14   33404115   34273382      2       1  100      0.74591      0.22786
254170      14   39865577   39901704      1       1  100       1.5552     0.059947
23116       14   45431416   45543634      1       1  100     0.030702      0.48775
161357      14   47308826   48144157      1       1  100     -0.22961       0.5908
9147        14   50250528   50319763      1       1  100      0.87652      0.19037
51199       14   51186481   51297839      1       1  100      0.34239      0.36603
341880      14   58030640   58332592      2       1  100       1.1317      0.12888
317761      14   60902674   60952764      1       1  100      -1.7575      0.96059
4331        14   61201459   61435398      1       1  100       0.5815      0.28045
5583        14   61788515   62017698      1       1  100      -0.2447      0.59666
27133       14   63173291   63511956      1       1  100       1.7945     0.036366
2100        14   64693751   64805268      1       1  100      -1.0955      0.86336
6710        14   65213001   65346604      1       1  100      -2.0362      0.97913
10243       14   66974125   67648525      1       1  100      0.30301      0.38094
5890        14   68286496   69149889      1       1  100      -1.7833      0.96274
4293        14   71189243   71275912      1       1  100     0.012512      0.49501
80127       14   74486054   74532795      1       1  100      0.59467      0.27603
8892        14   75469612   75476294      1       1  100     -0.72695      0.76637
9369        14   78636716   80334633      1       1  100     -0.37619      0.64661
7253        14   81421333   81612646      1       1  100      0.96739      0.16668
161436      14   89079241   89259096      1       1  100      -1.1496      0.87485
5700        14   90722894   90738969      1       1  100       1.4948     0.067481
55051       14   90744398   90798481      1       1  100    -0.010851      0.50433
8111        14   91698876   91730898      1       1  100       1.3073     0.095557
440193      14   91737667   91884188      1       1  100      0.66551      0.25286
161176      14   95883831   95983000      1       1  100      0.63763      0.26186
9895        14  102829300  102968818      1       1  100     -0.13414      0.55335
23191       15   22892667   23003603      1       1  100       1.6929     0.045233
2567        15   27216429   27778373      1       1  100      -0.3526      0.63781
7082        15   29992338   30261038      1       1  100      -1.2745      0.89875
161725      15   31773884   32162875      1       1  100      -1.8951      0.97096
1139        15   32322686   32462384      2       1  100      -1.7643      0.96116
6263        15   33603177   34158304      3       2  100        1.703     0.044282
23015       15   34671269   34729667      1       1  100      0.59134      0.27715
84529       15   36871812   37102449      1       1  100    -0.049919      0.51991
11245       15   40091223   40213093      1       1  100       1.5094     0.065603
55142       15   42841011   42862192      1       1  100    -0.071609      0.52854
22995       15   49030135   49104092      1       1  100      -1.7686      0.96152
2553        15   50569389   50647605      1       1  100       1.4407     0.074832
23312       15   51739921   51915030      1       1  100      0.77827       0.2182
55930       15   52484515   52587995      1       1  100     -0.76509      0.77789
256764      15   53805938   54055075      1       1  100     -0.44886      0.67323
5873        15   55495164   55582034      1       1  100      0.91574       0.1799
9236        15   55647421   55700708      1       1  100      0.93952      0.17373
6938        15   57210833   57580716      2       1  100      -1.1021      0.86478
100820829   15   57884102   57977562      1       1  100    -0.044008      0.51755
145781      15   57884102   58009755      1       1  100    -0.044008      0.51755
6095        15   60780483   61521502      1       1  100     -0.57016      0.71571
9325        15   64680003   64747502      1       1  100     0.048207      0.48078
23060       15   64791619   64978267      1       1  100       1.0641      0.14365
123228      15   72406599   72433311      1       1  100     0.041339      0.48351
5780        15   75759462   75871625      2       1  100      -0.5481      0.70819
5955        15   77223962   77242601      1       1  100    -0.067485       0.5269
79834       15   77400498   77712446      1       1  100     -0.71434      0.76249
10363       15   77713018   77777945      1       1  100     -0.43909       0.6697
79631       15   82422561   82555104      1       1  100      0.83225      0.20263
6457        15   84116091   84287495      1       1  100        1.832     0.033476
57188       15   84322838   84708594      2       1  100      -2.0953      0.98193
123624      15   86623137   87572283      3       2  100      -1.2507      0.89448
9899        15   91642996   91844539      1       1  100     -0.65398      0.74344
28232       15   92396938   92715665      1       1  100     -0.52655      0.70075
1106        15   93442286   93571237      1       1  100     0.076436      0.46954
145814      15   99511459   99551024      1       1  100      0.06042      0.47591
64927       15   99676528   99791431      1       1  100      0.72427      0.23445
8312        16     337440     405244      1       1  100      -0.3624      0.64147
64718       16    1413206    1464750      1       1  100      0.91779      0.17936
197350      16    3194016    3199961      1       1  100     -0.99249      0.83952
84662       16    4366240    4389598      1       1  100     -0.64396       0.7402
54715       16    5289469    7763342      2       1  100     -0.63262      0.73651
18          16    8768444    8878432      1       1  100     -0.46889      0.68043
29035       16    9185537    9213555      1       1  100       1.9257     0.027071
2013        16   10622279   10674539      1       1  100     -0.62369      0.73358
28955       16   11022748   11036257      1       1  100      -1.5374      0.93791
729993      16   12995477   13334273      1       1  100     -0.30448      0.61962
9284        16   15027316   15045931      1       1  100     -0.64775      0.74143
100288332   16   15457481   15475344      1       1  100      0.28109      0.38932
54820       16   15737124   15820210      1       1  100       1.8497     0.032176
124152      16   19727778   19869087      1       1  100      -1.0274      0.84789
9951        16   25703347   26149009      1       1  100       1.2166      0.11188
146395      16   27798850   28074830      2       1  100     -0.46662      0.67961
123970      16   49407808   49433321      1       1  100      0.33648      0.36826
23090       16   49524515   49891830      1       1  100       -1.291      0.90165
85407       16   50582241   50674771      1       1  100       1.6523     0.049233
27324       16   52471682   52581714      1       1  100      0.82469      0.20477
80205       16   53088905   53361414      1       1  100     -0.44541      0.67199
267         16   56395364   56459450      1       1  100      0.55184      0.29053
89970       16   57220026   57274385      1       1  100      0.11477      0.45431
1009        16   64916794   65160015      1       1  100       2.2384     0.012597
